,ST_Rev
19310206,   0.17
19310207,  -0.26
19310209,  -1.46
19310210,   1.71
19310211,   1.95
19310213,   2.10
19310214,   0.75
19310216,  -0.65
19310217,   2.55
19310218,   0.04
19310219,  -0.54
19310220,   0.35
19310221,  -1.27
19310224,  -0.71
19310225,   1.70
19310226,  -0.03
19310227,   0.64
19310228,   1.30
19310302,   1.79
19310303,   0.74
19310304,   0.80
19310305,  -0.42
19310306,   1.05
19310307,  -0.22
19310309,  -0.58
19310310,   0.79
19310311,   0.27
19310312,   0.61
19310313,   0.64
19310314,   0.02
19310316,  -0.27
19310317,   0.38
19310318,  -0.79
19310319,  -0.16
19310320,   0.74
19310321,   0.48
19310323,   0.76
19310324,  -0.08
19310325,   0.36
19310326,   0.95
19310327,   1.88
19310328,   1.35
19310330,   0.59
19310331,   0.42
19310401,  -0.97
19310402,   1.90
19310404,   2.92
19310406,   0.60
19310407,   0.10
19310408,   0.98
19310409,   0.60
19310410,   0.70
19310411,   0.83
19310413,   2.36
19310414,  -0.23
19310415,  -0.98
19310416,  -0.40
19310417,  -0.05
19310418,   1.44
19310420,   0.12
19310421,  -1.36
19310422,  -0.82
19310423,   1.08
19310424,   1.12
19310425,  -0.42
19310427,   1.87
19310428,   1.73
19310429,  -0.28
19310430,   7.29
19310501,   0.49
19310502,   1.84
19310504,   3.48
19310505,   0.89
19310506,   2.16
19310507,   0.19
19310508,   3.63
19310509,   0.95
19310511,   0.49
19310512,   1.31
19310513,   1.22
19310514,   0.21
19310515,   1.24
19310516,   0.71
19310518,  -0.07
19310519,   1.70
19310520,   1.92
19310521,   1.70
19310522,   0.25
19310523,   0.66
19310525,  -0.03
19310526,   0.33
19310527,  -0.10
19310528,   3.66
19310529,   0.98
19310601,  -0.95
19310602,   0.43
19310603,   8.34
19310604,   6.53
19310605,   2.40
19310606,   0.34
19310608,   3.53
19310609,   1.24
19310610,   1.43
19310611,   1.59
19310612,   0.64
19310613,   1.54
19310615,   1.31
19310616,   1.37
19310617,   1.22
19310618,   0.81
19310619,   0.67
19310620,   0.53
19310622,   0.74
19310623,   3.31
19310624,  -3.22
19310625,   2.06
19310626,  -2.41
19310627,   0.61
19310629,   3.09
19310630,   2.13
19310701,  -0.99
19310702,   1.76
19310703,  -1.01
19310706,   1.70
19310707,   4.36
19310708,   3.07
19310709,   0.82
19310710,  -0.04
19310711,   1.77
19310713,   2.09
19310714,   1.18
19310715,   2.20
19310716,   1.36
19310717,   1.91
19310718,   0.68
19310720,   1.79
19310721,   1.41
19310722,  -0.47
19310723,   0.65
19310724,   0.34
19310725,   0.74
19310727,   2.12
19310728,   0.71
19310729,  -1.87
19310730,   0.41
19310731,   0.18
19310801,   1.02
19310803,   0.46
19310804,   0.93
19310805,   0.15
19310806,   0.54
19310807,   0.55
19310808,   0.35
19310810,  -0.03
19310811,   1.94
19310812,   1.48
19310813,   0.44
19310814,   1.14
19310815,   1.20
19310817,   0.22
19310818,   0.06
19310819,  -0.53
19310820,   0.87
19310821,   1.99
19310822,  -0.01
19310824,   0.17
19310825,   0.25
19310826,   0.68
19310827,   1.24
19310828,   0.35
19310829,   0.72
19310831,   1.25
19310901,   1.37
19310902,   0.78
19310903,   1.89
19310904,  -0.38
19310908,  -1.07
19310909,   0.66
19310910,  -0.26
19310911,   2.21
19310912,   1.16
19310914,  -0.79
19310915,   0.84
19310916,   1.54
19310917,   3.09
19310918,   1.51
19310919,  -1.25
19310921,   2.73
19310922,   1.87
19310923,  10.41
19310924,   1.76
19310925,   3.35
19310926,   2.29
19310928,   2.53
19310929,  -0.48
19310930,  -1.01
19311001,   0.93
19311002,   5.02
19311003,   2.56
19311005,   0.15
19311006,  12.90
19311007,   4.22
19311008,   5.51
19311009,   5.18
19311010,   1.20
19311013,   2.31
19311014,   0.65
19311015,   1.22
19311016,   2.20
19311017,   2.53
19311019,   1.91
19311020,   0.24
19311021,   2.62
19311022,   1.71
19311023,   0.52
19311024,   0.70
19311026,   2.37
19311027,   0.88
19311028,   1.66
19311029,   1.84
19311030,   0.09
19311031,   0.63
19311102,   0.41
19311104,   0.65
19311105,   0.75
19311106,  -0.75
19311107,   0.70
19311109,   2.09
19311110,   3.69
19311111,   3.35
19311112,  -0.27
19311113,   2.65
19311114,   1.69
19311116,   1.05
19311117,   0.66
19311118,   0.95
19311119,   1.84
19311120,   0.59
19311121,   1.91
19311123,   0.16
19311124,   1.11
19311125,   0.20
19311127,   0.41
19311128,   0.61
19311130,   5.25
19311201,   1.27
19311202,  -2.31
19311203,   4.19
19311204,   1.32
19311205,   5.09
19311207,   1.79
19311208,  -0.43
19311209,  -0.58
19311210,   0.37
19311211,   2.25
19311212,   2.39
19311214,   0.34
19311215,   1.95
19311216,   2.57
19311217,   0.68
19311218,   9.40
19311219,   8.70
19311221,   0.44
19311222,  -0.22
19311223,   4.51
19311224,   2.32
19311228,   2.91
19311229,   1.55
19311230,   2.73
19311231,  10.23
19320102,   4.63
19320104,   2.88
19320105,   1.91
19320106,   5.46
19320107,   3.44
19320108,   1.71
19320109,   3.89
19320111,  -0.57
19320112,   2.99
19320113,   0.97
19320114,   1.36
19320115,   0.21
19320116,   0.73
19320118,   2.22
19320119,   3.58
19320120,   1.84
19320121,   0.75
19320122,   2.19
19320123,   1.24
19320125,   0.59
19320126,   1.76
19320127,   1.09
19320128,   3.85
19320129,   4.18
19320130,   0.93
19320201,   2.75
19320202,   1.66
19320203,   2.01
19320204,   2.21
19320205,   1.84
19320206,   2.03
19320208,  -0.65
19320209,   1.77
19320210,   2.71
19320211,   5.96
19320213,   6.16
19320215,   3.26
19320216,   3.77
19320217,   3.15
19320218,  -1.22
19320219,   1.65
19320220,   0.84
19320223,   1.44
19320224,   2.21
19320225,   0.84
19320226,   0.14
19320227,   1.10
19320229,   2.22
19320301,   1.48
19320302,   0.73
19320303,   1.94
19320304,   1.49
19320305,   0.15
19320307,   2.71
19320308,   0.50
19320309,   2.49
19320310,   1.60
19320311,   2.11
19320312,   0.62
19320314,   0.56
19320315,   0.77
19320316,   0.51
19320317,   1.62
19320318,  -0.20
19320319,   1.37
19320321,   0.97
19320322,   0.78
19320323,   2.08
19320324,   0.45
19320326,   0.80
19320328,   0.94
19320329,   2.01
19320330,   1.23
19320331,  -0.05
19320401,  -1.39
19320402,  -1.16
19320404,   1.65
19320405,  -0.56
19320406,  -0.90
19320407,   1.70
19320408,  -0.15
19320409,   5.46
19320411,   2.06
19320412,   3.83
19320413,   1.02
19320414,   6.64
19320415,   6.14
19320416,   3.11
19320418,   1.06
19320419,   1.98
19320420,   4.70
19320421,   3.48
19320422,   0.61
19320423,   2.71
19320425,   1.09
19320426,   1.13
19320427,   2.67
19320428,   0.85
19320429,   2.27
19320430,   2.10
19320502,   2.17
19320503,   1.75
19320504,   2.72
19320505,   1.44
19320506,   4.30
19320507,   2.18
19320509,   1.86
19320510,   2.73
19320511,   2.13
19320512,  -0.47
19320513,   0.50
19320514,   2.05
19320516,   3.69
19320517,   2.99
19320518,  -0.12
19320519,   0.89
19320520,   2.35
19320521,   3.61
19320523,   1.30
19320524,   0.14
19320525,   0.35
19320526,   2.62
19320527,   1.06
19320528,   2.73
19320531,   2.36
19320601,   7.07
19320602,   6.63
19320603,  12.91
19320604,   7.24
19320606,   5.28
19320607,   1.31
19320608,   1.17
19320609,   2.67
19320610,   5.33
19320611,   2.77
19320613,   1.49
19320614,   2.77
19320615,   4.54
19320616,   1.02
19320617,   2.58
19320618,   3.03
19320620,   0.40
19320621,   3.21
19320622,   3.53
19320623,  -0.36
19320624,   2.43
19320625,   3.84
19320627,   1.12
19320628,   3.30
19320629,   3.74
19320630,   2.20
19320701,   3.61
19320705,   4.64
19320706,   1.10
19320707,  -0.33
19320708,   0.57
19320709,   2.11
19320711,   1.82
19320712,   2.39
19320713,   2.40
19320714,   6.53
19320715,   4.17
19320716,   1.29
19320718,   1.95
19320719,   1.32
19320720,   1.11
19320721,  -1.04
19320722,   1.13
19320723,   1.58
19320725,  -2.31
19320726,   3.17
19320727,   1.22
19320728,   3.26
19320729,   2.67
19320730,   2.24
19320801,  -2.28
19320802,   8.72
19320803,  -1.90
19320804,   2.65
19320805,  -2.43
19320806,  -2.12
19320808,   0.52
19320809,   2.24
19320810,  -1.38
19320811,   0.92
19320812,   7.49
19320813,   4.23
19320815,  -1.49
19320816,  -0.20
19320817,   4.29
19320818,  -0.08
19320819,   2.04
19320820,   0.08
19320822,  -2.98
19320823,   2.33
19320824,  -0.48
19320825,  -0.14
19320826,   0.32
19320827,  -0.04
19320829,   0.82
19320830,   1.10
19320831,   1.42
19320901,  -1.23
19320902,  -0.34
19320903,   0.52
19320906,   4.93
19320907,  -0.26
19320908,   4.85
19320909,   3.40
19320910,   2.10
19320912,   7.12
19320913,   5.30
19320914,   4.00
19320915,   4.01
19320916,   1.93
19320917,   1.73
19320919,   1.81
19320920,   2.47
19320921,   8.20
19320922,   2.85
19320923,   0.50
19320924,   1.39
19320926,   2.85
19320927,   1.66
19320928,   0.57
19320929,   1.77
19320930,  -0.41
19321001,   2.02
19321003,  -0.31
19321004,   0.99
19321005,  -0.02
19321006,   1.29
19321007,   0.11
19321008,   1.09
19321010,  -1.62
19321011,  15.10
19321013,   2.35
19321014,   6.63
19321015,   3.73
19321017,  -1.34
19321018,   3.28
19321019,   4.61
19321020,   1.28
19321021,  -1.74
19321022,   1.07
19321024,   0.86
19321025,   1.27
19321026,   3.10
19321027,   2.36
19321028,   2.78
19321029,   0.71
19321031,   1.39
19321101,   2.09
19321102,   1.01
19321103,   1.69
19321104,   2.57
19321105,   2.95
19321107,   1.90
19321109,   1.46
19321110,   4.94
19321111,   2.71
19321112,   0.46
19321114,   3.47
19321115,   1.90
19321116,   1.25
19321117,   1.25
19321118,   1.34
19321119,   1.95
19321121,   1.40
19321122,   1.55
19321123,   0.96
19321125,   1.75
19321126,   1.91
19321128,   1.14
19321129,   1.12
19321130,   2.42
19321201,   2.91
19321202,   0.56
19321203,   0.35
19321205,   2.19
19321206,   4.12
19321207,   4.26
19321208,   0.67
19321209,   1.51
19321210,   1.96
19321212,   0.47
19321213,   1.92
19321214,   2.06
19321215,   1.50
19321216,   1.05
19321217,   2.12
19321219,   2.86
19321220,   0.08
19321221,   1.87
19321222,  -1.07
19321223,   2.11
19321224,   2.58
19321227,   1.40
19321228,   2.68
19321229,   4.87
19321230,   9.96
19321231,   6.71
19330103,   3.81
19330104,   5.90
19330105,   2.94
19330106,   2.38
19330109,   1.87
19330110,   1.24
19330111,   2.95
19330112,   1.53
19330113,   4.09
19330114,   0.90
19330116,   1.96
19330117,   3.43
19330118,   2.28
19330119,   0.79
19330120,  -0.46
19330121,   1.05
19330123,   0.77
19330124,   1.49
19330125,   0.05
19330126,   0.96
19330127,   0.97
19330128,   2.43
19330130,  -1.13
19330131,   2.82
19330201,   0.47
19330202,   1.29
19330203,   1.29
19330204,   0.92
19330206,   2.22
19330207,   1.71
19330208,   3.29
19330209,   2.73
19330210,   2.09
19330211,   0.89
19330214,   4.11
19330215,   0.81
19330216,   0.62
19330217,   1.34
19330218,   2.66
19330220,   0.10
19330221,   1.65
19330223,  -1.09
19330224,   3.76
19330225,  -1.86
19330227,   2.79
19330228,   2.98
19330301,   4.04
19330302,   1.33
19330303,   5.98
19330315,  17.68
19330316,   4.11
19330317,   3.33
19330318,   2.01
19330320,   1.70
19330321,   1.66
19330322,   2.76
19330323,   3.29
19330324,   3.94
19330325,   0.57
19330327,   0.67
19330328,   1.90
19330329,   1.63
19330330,   0.89
19330331,   1.25
19330401,   2.54
19330403,   0.56
19330404,   0.30
19330405,  -0.94
19330406,  -0.13
19330407,   1.92
19330408,   2.45
19330410,   4.93
19330411,   3.66
19330412,   1.83
19330413,   0.42
19330415,   0.05
19330417,   1.60
19330418,  -1.24
19330419,  -4.42
19330420,   0.16
19330421,   8.90
19330422,  -0.40
19330424,   0.36
19330425,   3.19
19330426,   2.02
19330427,   1.44
19330428,  -0.38
19330429,  -4.10
19330501,   0.44
19330502,   1.56
19330503,   0.17
19330504,  -1.43
19330505,   2.39
19330506,   2.65
19330508,   0.88
19330509,   0.62
19330510,  -1.53
19330511,  -0.38
19330512,   0.84
19330513,   1.43
19330515,   0.53
19330516,  -2.45
19330517,   0.28
19330518,  -0.91
19330519,   3.67
19330520,   1.57
19330522,   2.45
19330523,  -1.55
19330524,  -0.79
19330525,  -1.99
19330526,  -1.35
19330527,  -0.25
19330529,   2.85
19330531,  -0.08
19330601,  -2.26
19330602,   0.75
19330603,   0.40
19330605,  -1.16
19330606,   0.70
19330607,   0.97
19330608,   0.07
19330609,   2.36
19330610,   0.67
19330612,   0.52
19330613,   3.94
19330614,   3.13
19330615,   4.47
19330616,   3.03
19330617,   0.15
19330619,  -0.24
19330620,   2.95
19330621,   0.12
19330622,   2.68
19330623,   0.72
19330624,   1.60
19330626,  -0.44
19330627,   1.32
19330628,   1.03
19330629,   1.50
19330630,   0.18
19330701,   0.72
19330703,   0.42
19330705,   0.97
19330706,   0.11
19330707,   0.13
19330708,   2.24
19330710,   1.19
19330711,   1.82
19330712,  -0.53
19330713,  -0.71
19330714,   1.35
19330715,   0.05
19330717,  -0.28
19330718,   0.24
19330719,   4.19
19330720,   3.47
19330721,  -1.51
19330722,   4.28
19330724,   9.88
19330725,   2.31
19330726,   1.53
19330727,   1.79
19330728,   0.48
19330731,  -1.13
19330801,   4.72
19330802,   1.02
19330803,   1.04
19330804,  -0.02
19330807,  -0.72
19330808,   2.43
19330809,   4.29
19330810,   1.62
19330811,   0.15
19330814,   1.01
19330815,  -0.50
19330816,  -0.07
19330817,   0.73
19330818,   1.70
19330821,  -1.56
19330822,   0.14
19330823,   1.39
19330824,   0.73
19330825,  -0.74
19330828,   0.16
19330829,   2.20
19330830,   1.98
19330831,   1.16
19330901,  -0.50
19330905,   3.20
19330906,  -0.55
19330907,   1.42
19330908,   0.15
19330909,   0.76
19330911,   0.07
19330912,   1.11
19330913,  -0.89
19330914,  -0.58
19330915,   0.30
19330916,  -0.75
19330918,  -2.00
19330919,  -1.24
19330920,   0.97
19330921,  -0.22
19330922,   2.51
19330923,   3.98
19330925,  -0.09
19330926,   0.42
19330927,  -0.85
19330928,   0.71
19330929,   0.43
19330930,  -0.24
19331002,   0.76
19331003,   0.82
19331004,   4.92
19331005,   1.14
19331006,  -0.03
19331007,   0.29
19331009,   2.91
19331010,   1.37
19331011,  -0.16
19331013,  -0.65
19331014,  -0.08
19331016,  -3.19
19331017,   4.05
19331018,  -2.63
19331019,  -3.21
19331020,   6.24
19331021,   1.00
19331023,   7.80
19331024,   5.35
19331025,   5.18
19331026,   1.73
19331027,   1.48
19331028,   0.61
19331030,  -0.98
19331031,   1.92
19331101,   0.98
19331102,   3.64
19331103,   4.32
19331104,   1.83
19331106,   0.89
19331108,   1.34
19331109,   2.07
19331110,   1.60
19331111,   0.05
19331113,   0.33
19331114,   0.88
19331115,   1.82
19331116,  -2.84
19331117,   2.51
19331118,   0.57
19331120,  -0.62
19331121,   1.92
19331122,   0.47
19331123,   2.01
19331124,   2.36
19331125,   1.21
19331127,   2.81
19331128,   1.27
19331129,   1.37
19331201,  -0.19
19331202,   0.68
19331204,   1.16
19331205,   1.25
19331206,   0.80
19331207,   0.52
19331208,  -0.39
19331209,   0.94
19331211,   0.78
19331212,   1.07
19331213,   0.19
19331214,  -0.38
19331215,   1.79
19331216,   1.08
19331218,   0.50
19331219,  -0.62
19331220,   0.23
19331221,  -0.21
19331222,   1.16
19331223,   1.76
19331226,  -1.39
19331227,   1.87
19331228,   4.13
19331229,   2.21
19331230,   1.94
19340102,   2.43
19340103,   1.01
19340104,   0.79
19340105,   0.96
19340106,   0.89
19340108,   0.48
19340109,   1.64
19340110,   1.29
19340111,   0.33
19340112,   2.18
19340113,   0.42
19340115,  -0.78
19340116,   0.29
19340117,   1.70
19340118,   0.94
19340119,  -1.65
19340120,  -1.15
19340122,   0.77
19340123,   0.60
19340124,   0.32
19340125,   0.44
19340126,   0.17
19340127,  -0.15
19340129,  -1.88
19340130,  -0.70
19340131,   0.99
19340201,  -0.97
19340202,   0.83
19340203,  -0.95
19340205,  -0.42
19340206,   1.21
19340207,   4.59
19340208,   0.69
19340209,   1.74
19340210,   1.76
19340213,   0.47
19340214,   0.06
19340215,   0.24
19340216,   1.17
19340217,   0.15
19340219,   0.78
19340220,  -0.70
19340221,   0.19
19340223,   3.10
19340224,   0.85
19340226,   0.80
19340227,   1.06
19340228,   0.31
19340301,   0.46
19340302,   2.49
19340303,   0.47
19340305,   0.14
19340306,   0.65
19340307,   0.34
19340308,   1.26
19340309,   0.83
19340310,   0.41
19340312,   1.10
19340313,   1.35
19340314,   0.53
19340315,  -0.09
19340316,   0.80
19340317,   0.00
19340319,  -0.88
19340320,   2.46
19340321,   1.17
19340322,   0.23
19340323,   0.78
19340324,   1.05
19340326,   1.04
19340327,   0.61
19340328,   0.98
19340329,   1.02
19340331,   1.63
19340402,   0.77
19340403,   0.88
19340404,   0.76
19340405,   1.31
19340406,   0.32
19340407,   0.92
19340409,   0.10
19340410,  -0.34
19340411,   0.79
19340412,   1.01
19340413,  -0.06
19340414,   0.50
19340416,   1.24
19340417,   0.17
19340418,  -0.52
19340419,   0.41
19340420,   0.19
19340421,   0.29
19340423,  -0.62
19340424,   0.96
19340425,   0.74
19340426,   0.46
19340427,   0.89
19340428,   0.62
19340430,  -0.07
19340501,   0.54
19340502,  -0.69
19340503,   0.20
19340504,   1.12
19340505,  -0.46
19340507,  -2.43
19340508,   4.13
19340509,   0.47
19340510,  -1.05
19340511,  -0.63
19340512,  -0.94
19340514,   1.87
19340515,   4.95
19340516,   1.57
19340517,   6.06
19340518,   0.67
19340519,   0.46
19340521,   0.85
19340522,  -0.28
19340523,   0.64
19340524,   1.74
19340525,   1.09
19340526,   1.18
19340528,   1.45
19340529,   0.45
19340531,  -0.09
19340601,   0.76
19340602,   0.65
19340604,   2.04
19340605,   1.45
19340606,   0.55
19340607,   1.70
19340608,   0.87
19340609,   1.70
19340611,   1.80
19340612,   0.55
19340613,   0.87
19340614,   1.00
19340615,   0.78
19340616,  -0.18
19340618,   0.60
19340619,   2.16
19340620,   1.41
19340621,   1.27
19340622,   0.87
19340623,   1.66
19340625,   0.98
19340626,   0.12
19340627,  -0.02
19340628,   0.34
19340629,   0.94
19340630,   0.46
19340702,   0.61
19340703,   0.59
19340705,   1.75
19340706,   0.86
19340707,   0.88
19340709,  -0.04
19340710,   2.04
19340711,   0.66
19340712,  -0.29
19340713,  -0.37
19340714,   0.93
19340716,  -1.29
19340717,  -0.09
19340718,   0.93
19340719,   0.40
19340720,  -1.71
19340721,  -0.56
19340723,  -4.46
19340724,   0.31
19340725,   3.29
19340726,  -6.23
19340727,   8.95
19340728,   6.86
19340730,   3.77
19340731,   1.36
19340801,   6.14
19340802,   3.16
19340803,   1.19
19340804,  -1.39
19340806,   1.16
19340807,   0.98
19340808,   4.77
19340809,   4.10
19340810,   0.83
19340811,   0.97
19340813,   2.92
19340814,   0.16
19340815,   1.54
19340816,   0.57
19340817,   1.16
19340818,   1.81
19340820,   1.96
19340821,  -1.70
19340822,  -0.03
19340823,   1.86
19340824,  -1.07
19340825,   0.46
19340827,   2.42
19340828,   1.86
19340829,   0.85
19340830,   3.16
19340831,   0.95
19340901,   0.42
19340904,   1.16
19340905,  -0.09
19340906,   2.45
19340907,   1.20
19340908,   1.23
19340910,   1.08
19340911,   0.69
19340912,   1.95
19340913,   0.15
19340914,   1.03
19340915,   1.08
19340917,   0.99
19340918,   2.18
19340919,   3.44
19340920,   2.77
19340921,   2.51
19340922,   2.74
19340924,   0.27
19340925,   2.67
19340926,   1.78
19340927,   0.68
19340928,   1.78
19340929,   0.76
19341001,   1.13
19341002,   0.86
19341003,   0.09
19341004,  -0.80
19341005,   0.74
19341006,   1.22
19341008,   1.50
19341009,   1.80
19341010,  -1.02
19341011,   0.64
19341013,   1.41
19341015,   1.15
19341016,   0.78
19341017,   0.44
19341018,   0.38
19341019,   0.71
19341020,   0.96
19341022,   0.22
19341023,   0.18
19341024,   1.26
19341025,   1.82
19341026,   1.27
19341027,   0.79
19341029,   0.47
19341030,   1.08
19341031,   0.29
19341101,  -0.31
19341102,   1.44
19341103,   0.41
19341105,   0.41
19341107,   2.25
19341108,   0.61
19341109,   0.89
19341110,   0.72
19341113,  -0.72
19341114,   0.19
19341115,   0.75
19341116,  -1.39
19341117,   0.14
19341119,  -0.70
19341120,   1.70
19341121,   0.53
19341122,  -0.14
19341123,  -0.74
19341124,  -0.39
19341126,   1.77
19341127,   1.43
19341128,   1.51
19341130,  -0.21
19341201,   0.64
19341203,   0.72
19341204,   0.40
19341205,  -0.07
19341206,   0.83
19341207,   0.86
19341208,   0.85
19341210,  -0.16
19341211,   2.48
19341212,   0.27
19341213,  -0.21
19341214,   0.24
19341215,   0.33
19341217,   0.31
19341218,   0.64
19341219,   0.86
19341220,   0.55
19341221,   0.88
19341222,   1.17
19341224,   0.98
