,LT_Rev
20060907,   0.02
20060908,   0.51
20060911,   0.77
20060912,  -0.04
20060913,  -0.46
20060914,   0.53
20060915,  -0.32
20060918,  -0.49
20060919,   0.55
20060920,   0.69
20060921,  -0.29
20060922,   0.32
20060925,   0.22
20060926,  -0.69
20060927,  -0.27
20060928,   0.00
20060929,  -0.02
20061002,   0.44
20061003,   1.10
20061004,  -0.18
20061005,  -0.76
20061006,   0.21
20061009,   0.20
20061010,  -0.50
20061011,   0.65
20061012,  -0.31
20061013,  -0.19
20061016,  -0.59
20061017,   0.50
20061018,   0.27
20061019,  -0.60
20061020,   0.75
20061023,   0.07
20061024,  -0.97
20061025,  -0.18
20061026,   0.10
20061027,  -0.07
20061030,   0.26
20061031,   0.05
20061101,   0.32
20061102,  -0.17
20061103,  -0.28
20061106,   0.12
20061107,   0.29
20061108,  -0.23
20061109,  -0.20
20061110,   0.13
20061113,   0.30
20061114,   0.11
20061115,  -0.58
20061116,   0.74
20061117,  -0.10
20061120,   0.00
20061121,  -0.85
20061122,   0.13
20061124,  -0.24
20061127,  -0.21
20061128,  -0.27
20061129,  -0.63
20061130,  -0.27
20061201,  -0.13
20061204,   0.18
20061205,  -0.24
20061206,  -0.18
20061207,   0.04
20061208,   0.32
20061211,   0.00
20061212,   0.27
20061213,   0.01
20061214,   0.19
20061215,   0.38
20061218,   0.57
20061219,  -0.51
20061220,   0.29
20061221,   0.19
20061222,   0.03
20061226,   0.17
20061227,  -0.25
20061228,  -0.05
20061229,   0.11
20070103,   1.13
20070104,   0.48
20070105,  -0.19
20070108,   0.00
20070109,   0.30
20070110,   0.13
20070111,  -0.05
20070112,  -0.35
20070116,   0.25
20070117,  -0.35
20070118,   0.25
20070119,  -0.58
20070122,   0.13
20070123,  -0.82
20070124,   0.06
20070125,   0.21
20070126,  -0.09
20070129,   0.04
20070130,  -0.38
20070131,  -0.43
20070201,  -0.37
20070202,   0.10
20070205,   0.01
20070206,  -0.17
20070207,   0.32
20070208,   0.01
20070209,   0.34
20070212,   0.26
20070213,  -0.21
20070214,  -0.19
20070215,  -0.10
20070216,  -0.16
20070220,  -0.09
20070221,  -0.40
20070222,  -0.20
20070223,  -0.11
20070226,   0.06
20070227,   0.25
20070228,   0.01
20070301,  -0.04
20070302,   0.37
20070305,   0.41
20070306,  -0.31
20070307,  -0.59
20070308,  -0.11
20070309,   0.11
20070312,   0.23
20070313,   0.15
20070314,  -0.42
20070315,  -0.09
20070316,   0.06
20070319,  -0.25
20070320,   0.09
20070321,  -0.15
20070322,  -0.33
20070323,  -0.21
20070326,   0.03
20070327,   0.05
20070328,  -0.04
20070329,  -0.16
20070330,   0.45
20070402,  -0.09
20070403,   0.02
20070404,   0.07
20070405,   0.13
20070409,   0.07
20070410,  -0.06
20070411,   0.17
20070412,  -0.31
20070413,   0.28
20070416,  -0.29
20070417,   0.21
20070418,   0.18
20070419,   0.43
20070420,  -0.10
20070423,  -0.47
20070424,   0.14
20070425,  -0.40
20070426,  -0.42
20070427,   0.06
20070430,   0.48
20070501,   0.29
20070502,  -0.42
20070503,   0.01
20070504,  -0.08
20070507,   0.11
20070508,  -0.21
20070509,  -0.35
20070510,   0.18
20070511,  -0.29
20070514,   0.14
20070515,   0.13
20070516,   0.00
20070517,  -0.36
20070518,  -0.10
20070521,  -0.51
20070522,  -0.25
20070523,  -0.06
20070524,   0.29
20070525,  -0.14
20070529,  -0.02
20070530,  -0.63
20070531,  -0.13
20070601,  -0.12
20070604,  -0.17
20070605,  -0.11
20070606,   0.24
20070607,   0.32
20070608,  -0.04
20070611,  -0.08
20070612,  -0.09
20070613,  -0.11
20070614,  -0.12
20070615,  -0.19
20070618,  -0.16
20070619,   0.13
20070620,   0.33
20070621,  -0.18
20070622,  -0.28
20070625,   0.24
20070626,   0.43
20070627,  -0.13
20070628,   0.09
20070629,  -0.12
20070702,  -0.30
20070703,  -0.10
20070705,  -0.27
20070706,  -0.19
20070709,  -0.22
20070710,  -0.05
20070711,  -0.10
20070712,  -0.09
20070713,  -0.28
20070716,   0.59
20070717,   0.21
20070718,  -0.67
20070719,  -0.17
20070720,  -0.06
20070723,   0.42
20070724,   0.65
20070725,   0.09
20070726,  -0.21
20070727,  -0.10
20070730,  -0.46
20070731,   0.08
20070801,   0.30
20070802,  -0.36
20070803,   0.35
20070806,   0.24
20070807,  -0.95
20070808,  -0.15
20070809,  -0.18
20070810,   0.27
20070813,  -0.20
20070814,   0.42
20070815,   0.71
20070816,   0.74
20070817,  -0.59
20070820,  -0.07
20070821,   0.05
20070822,  -0.34
20070823,   0.07
20070824,  -0.35
20070827,   0.13
20070828,   0.27
20070829,  -0.26
20070830,  -0.28
20070831,  -0.27
20070904,  -0.76
20070905,  -0.03
20070906,  -0.02
20070907,   0.21
20070910,   0.01
20070911,  -0.30
20070912,  -0.11
20070913,  -0.19
20070914,  -0.17
20070917,   0.00
20070918,  -0.74
20070919,   0.04
20070920,  -0.02
20070921,  -0.30
20070924,  -0.02
20070925,  -0.26
20070926,  -0.04
20070927,  -0.37
20070928,   0.19
20071001,  -0.22
20071002,  -0.03
20071003,   0.07
20071004,  -0.08
20071005,  -0.35
20071008,  -0.09
20071009,  -0.49
20071010,  -0.19
20071011,   0.44
20071012,  -0.40
20071015,  -0.15
20071016,   0.02
20071017,  -0.18
20071018,  -0.31
20071019,   0.62
20071022,   0.14
20071023,  -0.48
20071024,  -0.11
20071025,  -0.14
20071026,  -0.02
20071029,  -0.08
20071030,   0.58
20071031,  -0.42
20071101,  -0.02
20071102,  -0.71
20071105,   0.23
20071106,  -0.56
20071107,   0.23
20071108,   0.12
20071109,   0.53
20071112,   1.89
20071113,  -0.37
20071114,  -0.55
20071115,   0.38
20071116,  -0.29
20071119,  -0.10
20071120,  -0.62
20071121,   0.09
20071123,  -0.25
20071126,  -0.43
20071127,   0.35
20071128,  -0.33
20071129,  -0.26
20071130,   0.03
20071203,  -0.57
20071204,   0.17
20071205,   0.14
20071206,  -0.43
20071207,  -0.39
20071210,  -0.12
20071211,   0.63
20071212,  -0.71
20071213,   0.37
20071214,  -0.11
20071217,   0.63
20071218,   0.05
20071219,  -0.57
20071220,  -0.37
20071221,  -0.22
20071224,  -0.26
20071226,  -0.33
20071227,   0.26
20071228,  -0.28
20071231,  -0.02
20080102,  -0.48
20080103,  -0.43
20080104,   0.47
20080107,   0.95
20080108,   0.08
20080109,  -0.07
20080110,   0.15
20080111,   0.15
20080114,  -0.53
20080115,   0.71
20080116,   1.24
20080117,   1.27
20080118,  -0.55
20080122,   0.13
20080123,   0.84
20080124,  -1.00
20080125,  -0.28
20080128,   0.08
20080129,  -0.41
20080130,  -0.09
20080131,  -0.29
20080201,  -1.07
20080204,   0.02
20080205,   0.79
20080206,   0.71
20080207,  -0.35
20080208,  -1.02
20080211,  -0.82
20080212,   0.69
20080213,  -0.39
20080214,  -0.19
20080215,   0.38
20080219,  -0.80
20080220,  -0.24
20080221,   0.34
20080222,  -0.03
20080225,  -0.34
20080226,   0.13
20080227,   0.09
20080228,  -0.69
20080229,   0.44
20080303,  -0.29
20080304,   0.58
20080305,  -0.74
20080306,   0.63
20080307,   0.82
20080310,   1.12
20080311,  -0.03
20080312,   0.29
20080313,  -0.72
20080314,   0.11
20080317,   1.68
20080318,  -0.38
20080319,   1.67
20080320,   0.88
20080324,  -1.31
20080325,  -0.97
20080326,  -0.85
20080327,   0.26
20080328,  -0.33
20080331,   0.14
20080401,   0.11
20080402,  -0.43
20080403,  -0.29
20080404,  -0.79
20080407,   0.07
20080408,  -0.83
20080409,  -0.16
20080410,   0.09
20080411,  -0.25
20080414,  -0.78
20080415,   0.19
20080416,  -0.72
20080417,   0.38
20080418,  -0.45
20080421,  -0.89
20080422,   0.07
20080423,  -0.10
20080424,   1.13
20080425,  -0.83
20080428,  -0.03
20080429,   0.72
20080430,  -0.51
20080501,   1.11
20080502,  -0.63
20080505,  -0.74
20080506,  -0.53
20080507,  -0.05
20080508,  -0.72
20080509,  -0.12
20080512,  -0.08
20080513,  -0.58
20080514,   0.58
20080515,  -0.60
20080516,  -0.86
20080519,  -0.15
20080520,  -0.78
20080521,   0.37
20080522,   0.67
20080523,  -0.13
20080527,   0.35
20080528,  -1.10
20080529,   0.92
20080530,  -0.62
20080602,  -0.45
20080603,   0.56
20080604,   0.41
20080605,  -0.97
20080606,  -0.37
20080609,  -0.87
20080610,   0.84
20080611,  -0.52
20080612,   0.86
20080613,  -0.62
20080616,  -0.24
20080617,  -1.11
20080618,  -0.60
20080619,   0.48
20080620,  -0.14
20080623,  -1.66
20080624,   1.20
20080625,   0.60
20080626,  -0.27
20080627,  -0.67
20080630,  -0.80
20080701,   0.14
20080702,   1.26
20080703,   0.39
20080707,   0.00
20080708,   2.03
20080709,  -0.42
20080710,  -0.87
20080711,  -0.25
20080714,  -1.25
20080715,   1.17
20080716,   2.44
20080717,   2.39
20080718,  -0.07
20080721,  -1.22
20080722,   1.60
20080723,   1.63
20080724,  -0.52
20080725,  -0.78
20080728,  -0.71
20080729,   1.66
20080730,  -1.60
20080731,   1.21
20080801,   0.78
20080804,   2.25
20080805,   0.79
20080806,  -0.84
20080807,  -0.67
20080808,   1.03
20080811,   0.84
20080812,  -0.27
20080813,  -2.15
20080814,   0.79
20080815,   0.99
20080818,  -0.43
20080819,  -1.07
20080820,  -1.31
20080821,  -0.71
20080822,   1.05
20080825,   0.17
20080826,  -0.49
20080827,  -0.37
20080828,   0.71
20080829,  -0.19
20080902,   2.18
20080903,   0.99
20080904,   0.21
20080905,   0.78
20080908,   1.28
20080909,   1.62
20080910,  -1.38
20080911,  -0.08
20080912,  -1.33
20080915,   0.78
20080916,  -1.22
20080917,  -0.20
20080918,   1.08
20080919,  -1.65
20080922,  -0.79
20080923,   0.99
20080924,   0.53
20080925,   0.04
20080926,   1.29
20080929,   1.28
20080930,  -0.10
20081001,   2.03
20081002,   2.72
20081003,  -0.34
20081006,   0.92
20081007,  -0.30
20081008,  -0.86
20081009,   0.43
20081010,   1.75
20081013,  -5.43
20081014,   1.42
20081015,   3.27
20081016,  -0.98
20081017,  -1.05
20081020,  -2.92
20081021,   0.67
20081022,   1.99
20081023,  -1.14
20081024,   0.15
20081027,   2.24
20081028,  -0.10
20081029,  -2.88
20081030,  -1.11
20081031,   0.14
20081103,   0.46
20081104,  -0.96
20081105,  -0.54
20081106,   1.13
20081107,  -0.64
20081110,  -1.09
20081111,   0.76
20081112,   0.58
20081113,  -1.26
20081114,  -0.04
20081117,  -0.20
20081118,  -0.52
20081119,  -0.79
20081120,   1.72
20081121,  -3.03
20081124,   0.23
20081125,   0.52
20081126,  -1.11
20081128,   0.85
20081201,   0.28
20081202,   0.82
20081203,   0.76
20081204,   1.92
20081205,   0.96
20081208,  -2.61
20081209,  -0.83
20081210,  -1.73
20081211,  -0.86
20081212,   0.87
20081215,  -0.22
20081216,   0.20
20081217,  -0.28
20081218,   0.57
20081219,   0.38
20081222,   0.73
20081223,  -0.61
20081224,   0.08
20081226,  -0.42
20081229,  -0.70
20081230,  -0.11
20081231,   0.40
20090102,  -0.74
20090105,  -1.29
20090106,   0.81
20090107,   0.23
20090108,  -0.62
20090109,  -0.30
20090112,   0.21
20090113,   0.10
20090114,  -0.27
20090115,  -0.81
20090116,  -0.42
20090120,  -0.91
20090121,  -1.28
20090122,  -0.62
20090123,  -0.20
20090126,  -0.46
20090127,   0.19
20090128,   0.04
20090129,  -0.19
20090130,  -0.98
20090202,   0.86
20090203,  -0.71
20090204,  -1.50
20090205,  -0.11
20090206,   0.75
20090209,   0.09
20090210,  -0.75
20090211,   1.26
20090212,  -0.23
20090213,  -0.85
20090217,   0.83
20090218,   0.33
20090219,  -1.16
20090220,   0.08
20090223,   1.59
20090224,   0.57
20090225,   0.62
20090226,  -0.36
20090227,   0.03
20090302,   1.22
20090303,  -0.73
20090304,  -0.86
20090305,   0.61
20090306,  -0.34
20090309,  -0.02
20090310,   0.99
20090311,   0.08
20090312,   1.74
20090313,   0.84
20090316,  -1.34
20090317,   0.83
20090318,   1.58
20090319,  -1.43
20090320,   0.68
20090323,  -0.35
20090324,  -0.50
20090325,   0.25
20090326,   0.63
20090327,   0.37
20090330,  -0.35
20090331,   0.39
20090401,  -0.03
20090402,  -0.76
20090403,  -0.50
20090406,   0.32
20090407,  -0.24
20090408,   0.30
20090409,   0.91
20090413,   1.01
20090414,  -0.12
20090415,   0.44
20090416,   0.66
20090417,   0.37
20090420,  -0.75
20090421,   0.23
20090422,  -0.04
20090423,  -0.76
20090424,   0.27
20090427,  -0.22
20090428,  -0.14
20090429,   0.12
20090430,   0.03
20090501,  -1.37
20090504,   0.43
20090505,   0.76
20090506,   0.00
20090507,   0.31
20090508,  -0.78
20090511,   0.54
20090512,  -0.81
20090513,   0.31
20090514,   0.64
20090515,  -0.14
20090518,   0.41
20090519,  -0.46
20090520,  -0.23
20090521,   0.44
20090522,  -0.38
20090526,  -0.27
20090527,  -0.23
20090528,  -0.93
20090529,  -0.09
20090601,  -0.97
20090602,  -0.20
20090603,   0.59
20090604,  -0.25
20090605,  -0.52
20090608,   0.46
20090609,  -0.19
20090610,  -0.49
20090611,  -0.04
20090612,   0.38
20090615,   0.04
20090616,  -0.04
20090617,   0.32
20090618,   0.04
20090619,   0.47
20090622,   0.33
20090623,  -0.11
20090624,   0.10
20090625,   0.25
20090626,   0.55
20090629,   0.03
20090630,   0.05
20090701,   0.02
20090702,  -0.21
20090706,   0.41
20090707,   0.71
20090708,  -0.28
20090709,  -0.04
20090710,   0.24
20090713,   1.03
20090714,  -0.12
20090715,   0.16
20090716,  -0.50
20090717,  -0.61
20090720,   0.06
20090721,  -0.89
20090722,   0.85
20090723,   0.59
20090724,   0.01
20090727,   1.13
20090728,   0.89
20090729,   0.54
20090730,  -0.05
20090731,   0.46
20090803,   0.20
20090804,   0.88
20090805,   1.28
20090806,   0.45
20090807,   0.76
20090810,   0.19
20090811,  -0.67
20090812,  -0.09
20090813,   0.22
20090814,   0.14
20090817,  -0.40
20090818,   0.29
20090819,  -0.25
20090820,   0.34
20090821,   0.31
20090824,  -0.49
20090825,   1.01
20090826,   0.26
20090827,   0.61
20090828,   0.16
20090831,   0.00
20090901,  -1.32
20090902,  -0.20
20090903,   0.42
20090904,   0.19
20090908,  -0.47
20090909,   0.35
20090910,   0.25
20090911,  -0.31
20090914,   0.36
20090915,   0.26
20090916,   0.57
20090917,  -0.36
20090918,   0.12
20090921,   0.16
20090922,   0.10
20090923,  -0.22
20090924,  -0.65
20090925,  -0.35
20090928,   0.67
20090929,   0.30
20090930,  -0.46
20091001,  -0.99
20091002,  -0.64
20091005,   1.02
20091006,   0.12
20091007,   0.04
20091008,   0.27
20091009,  -0.02
20091012,   0.21
20091013,   0.07
20091014,   0.51
20091015,  -0.63
20091016,  -1.27
20091019,  -0.35
20091020,  -0.82
20091021,  -0.35
20091022,   0.63
20091023,  -0.87
20091026,  -0.99
20091027,  -0.99
20091028,  -1.73
20091029,   1.94
20091030,  -1.19
20091102,  -0.19
20091103,   0.67
20091104,  -0.32
20091105,   0.77
20091106,   0.36
20091109,   1.27
20091110,  -0.37
20091111,   0.55
20091112,  -0.13
20091113,   0.05
20091116,   0.35
20091117,   0.13
20091118,   0.38
20091119,  -0.63
20091120,  -0.71
20091123,   0.01
20091124,  -0.57
20091125,   0.04
20091127,  -0.66
20091130,   0.50
20091201,   0.13
20091202,   0.06
20091203,  -0.29
20091204,   1.05
20091207,  -0.19
20091208,  -0.10
20091209,  -0.09
20091210,  -0.48
20091211,   0.63
20091214,   0.07
20091215,  -0.63
20091216,   0.52
20091217,  -0.41
20091218,   0.40
20091221,   0.12
20091222,   0.40
20091223,  -0.10
20091224,   0.09
20091228,  -0.33
20091229,  -0.08
20091230,  -0.22
20091231,   0.30
20100104,   0.82
20100105,   1.29
20100106,   0.45
20100107,   1.35
20100108,   0.01
20100111,   0.09
20100112,  -1.01
20100113,   0.42
20100114,   0.30
20100115,  -0.59
20100119,   0.24
20100120,   0.19
20100121,  -0.91
20100122,  -0.80
20100125,   0.03
20100126,   0.05
20100127,   0.28
20100128,   0.11
20100129,  -0.42
20100201,   0.76
20100202,   0.75
20100203,  -0.21
20100204,  -0.95
20100205,   0.06
20100208,  -0.16
20100209,   0.38
20100210,   0.40
20100211,   0.13
20100212,   0.07
20100216,   1.10
20100217,   0.40
20100218,  -0.23
20100219,   0.02
20100222,   0.50
20100223,  -0.84
20100224,   0.58
20100225,   0.08
20100226,   0.30
20100301,   0.49
20100302,   0.01
20100303,   0.29
20100304,   0.27
20100305,   0.78
20100308,   0.30
20100309,   0.58
20100310,   0.53
20100311,   0.18
20100312,  -0.05
20100315,  -0.33
20100316,   1.10
20100317,   0.28
20100318,  -0.39
20100319,  -1.08
20100322,   0.58
20100323,   0.57
20100324,   0.77
20100325,  -0.03
20100326,   0.44
20100329,  -0.26
20100330,  -0.56
20100331,  -0.11
20100401,   0.51
20100405,   1.12
20100406,   0.62
20100407,   0.21
20100408,   0.61
20100409,   0.05
20100412,   0.64
20100413,   0.00
20100414,   1.73
20100415,   0.08
20100416,  -1.24
20100419,   0.34
20100420,   0.63
20100421,   0.04
20100422,   0.66
20100423,   0.27
20100426,  -0.28
20100427,  -1.53
20100428,   0.27
20100429,   0.70
20100430,  -1.12
20100503,   0.51
20100504,  -0.71
20100505,  -0.37
20100506,  -1.25
20100507,  -0.72
20100510,   1.87
20100511,   0.35
20100512,   0.43
20100513,  -0.57
20100514,  -0.98
20100517,  -0.16
20100518,  -1.07
20100519,  -0.20
20100520,  -1.41
20100521,   0.78
20100524,  -0.39
20100525,   0.30
20100526,   0.29
20100527,   1.16
20100528,  -0.30
20100601,  -0.98
20100602,   0.05
20100603,  -0.11
20100604,  -0.91
20100607,  -1.39
20100608,  -0.07
20100609,   0.11
20100610,   0.46
20100611,   0.09
20100614,   0.14
20100615,   0.68
20100616,  -0.35
20100617,  -0.33
20100618,   0.08
20100621,  -0.10
20100622,  -0.66
20100623,  -0.21
20100624,  -0.84
20100625,   0.84
20100628,  -0.49
20100629,  -1.76
20100630,  -0.41
20100701,  -0.43
20100702,  -0.65
20100706,  -0.57
20100707,   1.30
20100708,   0.44
20100709,   0.87
20100712,  -0.05
20100713,   1.47
20100714,  -0.54
20100715,  -0.46
20100716,  -1.95
20100719,  -0.08
20100720,   0.26
20100721,  -0.67
20100722,   1.23
20100723,   0.43
20100726,   1.04
20100727,  -0.13
20100728,  -0.53
20100729,   0.70
20100730,  -0.08
20100802,   0.54
20100803,  -0.72
20100804,   0.00
20100805,  -0.09
20100806,  -0.14
20100809,   0.28
20100810,  -0.69
20100811,  -1.07
20100812,  -0.29
20100813,   0.17
20100816,   0.00
20100817,  -0.14
20100818,   0.47
20100819,  -0.67
20100820,  -0.32
20100823,  -0.46
20100824,  -0.55
20100825,   0.18
20100826,  -0.23
20100827,   0.43
20100830,  -0.46
20100831,   0.22
20100901,   1.17
20100902,   0.65
20100903,   0.49
20100907,  -1.00
20100908,   0.50
20100909,   0.27
20100910,   0.04
20100913,   0.75
20100914,  -0.49
20100915,  -0.23
20100916,  -0.42
20100917,  -0.29
20100920,   0.54
20100921,  -0.26
20100922,  -0.78
20100923,  -0.51
20100924,   1.02
20100927,  -0.17
20100928,   0.24
20100929,   0.07
20100930,   0.17
20101001,   0.17
20101004,  -0.21
20101005,   0.29
20101006,   0.02
20101007,   0.23
20101008,   0.16
20101011,  -0.06
20101012,   0.51
20101013,  -0.31
20101014,  -0.84
20101015,  -1.29
20101018,   0.49
20101019,  -0.35
20101020,  -0.10
20101021,  -0.32
20101022,   0.12
20101025,  -0.05
20101026,   0.01
20101027,  -0.08
20101028,  -0.25
20101029,  -0.16
20101101,  -0.36
20101102,  -0.15
20101103,   0.31
20101104,   0.96
20101105,   0.57
20101108,  -0.11
20101109,  -0.62
20101110,   0.25
20101111,  -0.13
20101112,  -0.21
20101115,  -0.15
20101116,  -0.33
20101117,  -0.26
20101118,  -0.01
20101119,   0.14
20101122,  -0.48
20101123,  -0.34
20101124,   0.30
20101126,  -0.23
20101129,   0.49
20101130,  -0.29
20101201,   0.46
20101202,   1.01
20101203,   0.29
20101206,  -0.03
20101207,   0.07
20101208,   0.43
20101209,   0.95
20101210,   0.54
20101213,  -0.61
20101214,  -0.54
20101215,  -0.54
20101216,   0.27
20101217,   0.36
20101220,   0.45
20101221,   0.71
20101222,   0.63
20101223,  -0.65
20101227,   0.65
20101228,  -0.14
20101229,  -0.18
20101230,  -0.02
20101231,   0.29
20110103,   0.83
20110104,   0.11
20110105,   0.70
20110106,  -0.09
20110107,  -0.27
20110110,   0.22
20110111,  -0.01
20110112,   0.33
20110113,  -0.17
20110114,   0.68
20110118,  -0.67
20110119,  -1.11
20110120,   0.21
20110121,   0.84
20110124,   0.11
20110125,  -0.31
20110126,  -0.20
20110127,   0.71
20110128,  -0.49
20110131,   0.08
20110201,   0.94
20110202,  -0.17
20110203,   0.24
20110204,  -0.02
20110207,   0.64
20110208,   0.20
20110209,  -0.13
20110210,   0.05
20110211,   0.49
20110214,  -0.09
20110215,   0.01
20110216,   0.42
20110217,   0.57
20110218,  -0.35
20110222,  -1.29
20110223,  -0.35
20110224,   0.08
20110225,   0.32
20110228,  -0.26
20110301,  -0.56
20110302,   0.13
20110303,   0.09
20110304,  -0.49
20110307,  -0.12
20110308,   0.80
20110309,  -0.11
20110310,  -0.34
20110311,   0.23
20110314,  -0.34
20110315,  -0.29
20110316,  -0.34
20110317,   0.23
20110318,  -0.01
20110321,   0.19
20110322,  -0.30
20110323,   0.01
20110324,   0.05
20110325,  -0.05
20110328,  -0.04
20110329,   0.02
20110330,  -0.02
20110331,  -0.37
20110401,   0.14
20110404,  -0.23
20110405,   0.23
20110406,   0.43
20110407,  -0.22
20110408,  -0.46
20110411,  -0.17
20110412,   0.00
20110413,  -0.22
20110414,  -0.29
20110415,   0.00
20110418,  -0.31
20110419,   0.14
20110420,  -0.32
20110421,   0.05
20110425,   0.11
20110426,  -0.38
20110427,  -0.03
20110428,  -0.02
20110429,  -0.42
20110502,  -0.12
